"","ID","State","Country","Address","IRR","Capex_Payback","Capex_Asset","Capex_life","PPA.Savings...on.Rate","PPA","PPA..Lifetime.Benefit","Battery","Solar","CHP","Fuel_Cell","NPV_estimated_capex","NPV_estimated_PPA","X","X.1","X.2","synthetic_total","ntile"
"701","07810-HICKORY","NC","US","2195 US HWY 70 SE, HICKORY, NC, 28602",0.031,21.2,7047000,8000095.369,"0.15",92379.67014,"2138702.47",255,1010,375,375,-2956277.264,1093591.816,NA,NA,NA,5517.5,7
"702","01082 HUNTSVILLE-EAST (OPEN 10","AL","US","975 AIRPORT RD SW, HUNTSVILLE, AL, 35803",0.075,12.7,4841100,8011778.007,"0.15",85270.48719,"1975058.889",175,715,255,255,-744403.5309,1009915.248,NA,NA,NA,3782.5,7
"703","01299 THE OVERLOOK","GA","US","208 LINE CREEK DR, PEACHTREE, GA, 30269",0.157,6,2651400,8082062.263,"0.15",64797.5328,"1492751.572",132.5,520,117.5,117.5,1481235.216,763294.9998,NA,NA,NA,2011.25,7
"704","02760-HSTN - SPRING","TX","US","20626 INTERSTATE 45 N, SPRING, TX, 77373",0.035,19.9,6898500,8097825.816,"0.15",92230.69096,"2134756.66",250,1005,365,365,-2757804.34,1091574.188,NA,NA,NA,5395,7
"705","08619-S DG - CLAIREMONT MESA","CA","US","3994 CLAIREMONT MESA BLVD, SAN DIEGO, CA, 92117",0.292,2.9,1382400,8158919.504,"0.15",59932.07953,"1380970.007",70,260,62.5,62.5,2789534.955,706137.2576,NA,NA,NA,1052.5,7
"706","02785-JAX - SOUTHSIDE","FL","US","9041 SOUTHSIDE BLVD STE 140, JACKSONVILLE, FL, 32256",0.074,12.9,4930200,8166358.502,"0.15",98327.73573,"2275372.347",175,730,260,260,-754461.2299,1163475.804,NA,NA,NA,3852.5,7
"707","01689-NASHUA (RELO FROM 01258-","NH","US","268A DANIEL WEBSTER HIGHWAY, NASHUA, NH, 3060",0.359,2.3,1031400,8182015.732,"0.15",54664.37508,"1262132.311",50,190,47.5,47.5,3152344.848,645371.4738,NA,NA,NA,787.5,7
"708","09856-BOS - HANOVER","MA","US","1246 WASHINGTON ST, HANOVER, MA, 2339",0.387,2.1,990900,8236516.312,"0.15",61692.10581,"1422421.009",50,185,45,45,3220712.861,727332.5745,NA,NA,NA,755,7
"709","04814-S JOS - BLOSSOM HILL","CA","US","5550 SNELL AVE, SAN JOSE, CA, 95123",0.234,3.7,1792800,8252771.305,"0.15",64951.31413,"1495728.964",87.5,350,80,80,2427124.596,764817.4423,NA,NA,NA,1361.25,7
"710","06805-ST.L - SHILOH","IL","US","3800 GREEN MOUNT CROSSING DR, SHILOH, IL, 62269",0.173,5.4,2489400,8265162.635,"0.15",65790.3675,"1515537.669",125,490,110,110,1736860.707,774946.3119,NA,NA,NA,1887.5,7
"711","08745-PALM COAST","FL","US","5250 HWY 100 E, PALM COAST, FL, 32164",0.084,11.7,4625100,8327541.19,"0.15",80215.67486,"1856524.057",165,675,245,245,-366943.002,949304.3292,NA,NA,NA,3617.5,7
"712","04736-LI - MANHASSET","NY","US","1350 NORTHERN BLVD, MANHASSET, NY, 11030",0.418,1.8,928800,8363044.487,"0.15",59373.33441,"1371549.709",47.5,170,42.5,42.5,3347511.05,701320.3366,NA,NA,NA,708.75,7
"713","05715-QUEENS - WOODSIDE","NY","US","5106 NORTHERN BLVD, WOODSIDE, NY, 11377",0.338,2.3,1244160,8388863.37,"0.15",57742.25592,"1308819.341",37.5,510,3,37.5,3045353.129,669244.1514,NA,NA,NA,806.25,7
"714","03755-RAL - GARNER","NC","US","270 SHENSTONE LN, GARNER, NC, 23885",0.057,15.6,5923800,8431125.227,"0.15",92328.1144,"2138898.999",215,850,315,315,-1612676.936,1093692.307,NA,NA,NA,4637.5,7
"715","02747-PRESCOTT","AZ","US","3250 GATEWAY BLVD STE 504, PRESCOTT, AZ, 86303",0.179,5.2,2448900,8454034.202,"0.15",68392.51361,"1574190.995",117.5,475,110,110,1873937.207,804937.7661,NA,NA,NA,1861.25,7
"716","09925-DFW - MCKINNEY","TX","US","1751 N CENTRAL EXPY BLDG B, MCKINNEY, TX, 75070",0.006,28,9220500,8464727.81,"0.15",110996.2826,"2570325.809",335,1325,490,490,-4892194.785,1314295.61,NA,NA,NA,7217.5,7
"717","05717-NEWBURGH","NY","US","1245 RTE 300 STE 1, NEWBURGH, NY, 12550",0.258,3.3,1655100,8514844.169,"0.15",67747.47367,"1561644.535",80,315,75,75,2698831.426,798522.3315,NA,NA,NA,1260,7
"718","06715-BOS - TAUTON","MA","US","9 MOZZONE BLVD UNIT 100, TAUNTON, MA, 2780",0.157,6.1,2794500,8514976.684,"0.15",79265.95019,"1826426.788",135,545,125,125,1559499.185,933914.5653,NA,NA,NA,2122.5,7
"719","03855-SPARTANBURG","SC","US","120 DORMAN CENTRE DR STE I, SPARTANBURG, SC, 29301",0.085,11.5,4725000,8549644.699,"0.15",87246.54046,"2019206.997",170,690,250,250,-353273.8715,1032489.688,NA,NA,NA,3695,7
"720","01052-HYANNIS (OCT 2010)","MA","US","88 ENTERPRISE RD, HYANNIS, MA, 2601",0.369,2.2,1090800,8587402.04,"0.15",64104.31391,"1478422.317",55,200,50,50,3300232.75,755967.9612,NA,NA,NA,832.5,7
"721","06731-PHI - WARRINGTON","PA","US","1055 MAIN ST, WARRINGTON, PA, 18976",0.08,12.2,4930200,8588247.311,"0.15",93187.00628,"2158596.713",175,730,260,260,-538735.0342,1103764.424,NA,NA,NA,3852.5,7
"722","02028-CHLT - PARK ROAD","NC","US","4337 PARK RD, CHARLOTTE, NC, 28209",0.041,18.6,6963300,8632817.08,"0.15",95881.24517,"2219513.323",250,1005,370,370,-2549044.985,1134913.172,NA,NA,NA,5450,7
"723","09922-PHX - DEER VALLEY","AZ","US","2829 W AGUA FRIA FWY, PHOENIX, AZ, 85027",0.17,5.5,2651400,8634759.342,"0.15",73586.71453,"1693256.09",132.5,520,117.5,117.5,1763848.16,865819.8267,NA,NA,NA,2011.25,7
"724","01573-WARNER ROBINS","GA","US","2620 WATSON BLVD STE C, WARNER ROBINS, GA, 31093",0.072,13.2,5351400,8650412.058,"0.15",121349.7695,"2809106.9",190,770,285,285,-928148.0701,1436392.56,NA,NA,NA,4190,7
"725","09813-N. CHARLESTON","SC","US","7620 N RIVERS AVE STE 130, NORTH CHARLESTON, SC, 29406",0.106,9.2,4071600,8695877.032,"0.15",84400.33094,"1953204.17",145,600,215,215,374899.7282,998740.1821,NA,NA,NA,3182.5,7
"726","01237 COL-COLUMBIA / DEVIN","SC","US","4400 FT JACKSON BLVD, COLUMBIA, SC, 29209",0.107,9.1,4055400,8739103.911,"0.15",84696.07442,"1960268.615",145,590,215,215,413203.1119,1002352.475,NA,NA,NA,3172.5,7
"727","06703-LA - DOWNEY","CA","US","12100 LAKEWOOD BLVD, DOWNEY, CA, 90242",0.212,4.2,2116800,8743784.952,"0.15",68305.70393,"1572523.351",102.5,410,95,95,2354196.688,804085.0426,NA,NA,NA,1608.75,7
"728","09802-BALT - TOWSON","MD","US","1238 PUTTY HILL AVE, TOWSON, MD, 21286",0.406,1.9,990900,8744043.46,"0.15",61405.5723,"1417267.636",50,185,45,45,3480228.872,724697.4787,NA,NA,NA,755,7
"729","09432-TAMPA - PALM HARBOR","FL","US","33561 US HWY 19 N, PALM HARBOR, FL, 34684",0.108,9.1,4071600,8879958.097,"0.15",80437.72266,"1861898.498",145,600,215,215,469026.681,952052.465,NA,NA,NA,3182.5,7
"730","01546-GOLDSBORO","NC","US","401 N BERKELEY BLVD, GOLDSBORO, NC, 27534",0.073,13.1,5462100,8928381.807,"0.15",88958.78171,"2060764.664",200,785,290,290,-896712.6179,1053739.546,NA,NA,NA,4275,7
"731","08810-DC - WALDORF","MD","US","3026 FESTIVAL WAY, WALDORF, MD, 20601",0.069,13.6,5610600,8946941.169,"0.15",97003.91886,"2246503.984",205,790,300,300,-1035722.581,1148714.421,NA,NA,NA,4397.5,7
"732","05017-ST.L - FLORISSANT (RELO","MO","US","2427 N HWY 67, FLORISSANT, MO, 63033",0.102,9.6,4336200,8961173.26,"0.15",84058.52359,"1945589.105",155,630,230,230,245954.7753,994846.3385,NA,NA,NA,3392.5,7
"733","09976 - FT COLLINS","CO","US","4330 S COLLEGE AVE, FT. COLLINS, CO, 80525",0.091,10.9,4741200,8977468.925,"0.15",86026.86559,"1990426.176",170,700,250,250,-150712.6935,1017773.069,NA,NA,NA,3705,7
"734","09169-PITT - BUTLER (RELO OF 9","PA","US","740 BUTLER CROSSING, BUTLER, PA, 16001",0.029,21.8,8086500,8980483.007,"0.15",119860.4315,"2780028.359",290,1165,430,430,-3494471.49,1421523.706,NA,NA,NA,6330,7
"735","01118-HSTN - WEBSTER","TX","US","1027 W BAY AREA BLVD, WEBSTER, TX, 77598",0.011,26.7,9468900,9014687.296,"0.15",112814.2426,"2610936.772",345,1385,500,500,-4859381.666,1335061.386,NA,NA,NA,7402.5,7
"736","08815-BALT - ELLICOTT CITY","MD","US","4360 MONTGOMERY RD, ELLICOTT CITY, MD, 21043",0.384,2.1,1098900,9086270.233,"0.15",64222.58216,"1482103.59",55,205,50,50,3547221.142,757850.322,NA,NA,NA,837.5,7
"737","01247-AUBURN","CA","US","2785 BELL RD, AUBURN, CA, 95603",0.254,3.4,1809000,9115455.2,"0.15",70574.74583,"1625586.946",87.5,360,80,80,2852044.415,831218.276,NA,NA,NA,1371.25,7
"738","05721-MSP - WOODBURY","MN","US","9180 HUDSON RD, WOODBURY, MN, 55125",0.109,9,4171500,9120851.669,"0.15",83162.44637,"1930659.047",150,615,220,220,492303.8143,987212.0887,NA,NA,NA,3260,7
"739","05016-LAFAYETTE (OPENED 9/9/11","LA","US","5624 JOHNSTON ST, LAFAYETTE, LA, 70503",0.064,14.4,6172200,9253741.217,"0.15",97939.12543,"2268162.516",225,870,330,330,-1440445.209,1159789.171,NA,NA,NA,4837.5,7
"740","03726-ROSEBURG","OR","US","780 NW GARDEN VALLEY BLVD STE, ROSEBURG, OR, 97470",0.072,13.4,5591700,9314201.388,"0.15",98981.56936,"2295461.825",200,785,300,300,-829029.8529,1173748.242,NA,NA,NA,4385,7
"741","08769-CHI - WILLOWBROOK","IL","US","7155 S KINGERY HWY, WILLOWBROOK, IL, 60527",0.226,3.9,2108700,9339060.915,"0.15",70535.61743,"1625569.537",102.5,405,95,95,2666681.675,831209.3741,NA,NA,NA,1603.75,7
"742","08757-CORALVILLE","IA","US","2515 CORRIDOR WAY STE 4, CORALVILLE, IA, 52241",0.067,14,6015600,9345144.081,"0.15",97060.3035,"2247225.895",220,860,320,320,-1237107.794,1149083.559,NA,NA,NA,4710,7
"743","01252-MERIDIAN","ID","US","2310 N EAGLE RD, MERIDIAN, ID, 83646",0.018,24.7,9369000,9456907.245,"0.15",115442.227,"2673904.768",340,1330,500,500,-4533359.461,1367259.079,NA,NA,NA,7340,7
"744","09712-DC - VIENNA","VA","US","311 MAPLE AVE E, VIENNA, VA, 22180",0.097,10.1,4741200,9523114.604,"0.15",88081.24381,"2038328.503",170,700,250,250,128294.6289,1042267.169,NA,NA,NA,3705,7
"745","02008-LA - GLENDALE","CA","US","219 N GLENDALE AVE, GLENDALE, CA, 91206",0.268,3.2,1784700,9541116.811,"0.15",71871.8992,"1654523.546",87.5,345,80,80,3093999.774,846014.5502,NA,NA,NA,1356.25,7
"746","95919-NEW MODEL STORE","TX","US","1461 S BELT LINE RD, COPPELL, TX, 75019",0.022,23.5,9128700,9551758.172,"0.15",117494.2353,"2720562.973",330,1315,485,485,-4244558.934,1391117.017,NA,NA,NA,7145,7
"747","09827-S DG - ENCINTAS","CA","US","335 N EL CAMINO REAL, ENCINITAS, CA, 92024",0.268,3.2,1784700,9572050.676,"0.15",70974.29873,"1634834.61",87.5,345,80,80,3109817.318,835946.9233,NA,NA,NA,1356.25,7
"748","05078-ROCH-HENRIETTA (RELO FRO","NY","US","720 JEFFERSON RD, HENRIETTA, NY, 14623",0.286,2.9,1655100,9584156.707,"0.15",70627.75527,"1631000.965",80,315,75,75,3245607.546,833986.649,NA,NA,NA,1260,7
"749","07727-LA - TUSTIN/JAMBOREE","CA","US","2807 PARK AVE, TUSTIN, CA, 92782",0.179,5.2,2786400,9607975.501,"0.15",77388.92218,"1781541.664",135,540,125,125,2126486.912,910963.2639,NA,NA,NA,2117.5,7
"750","08696-BAY - REDWOOD CITY","CA","US","100 WOODSIDE PLAZA, REDWOOD CITY, CA, 94061",0.218,4.1,2278800,9716433.33,"0.15",77557.56838,"1786666.417",110,440,102.5,102.5,2689545.114,913583.7259,NA,NA,NA,1732.5,7
"751","AUBURN AL","AL","US","1550 OPELIKA RD STE 8, AUBURN, AL, 36830",0.117,8.3,4244400,9742569.729,"0.15",102745.8567,"2377919.885",150,620,225,225,737309.5498,1215911.872,NA,NA,NA,3320,7
"752","04725-LAWRENCE","KS","US","3106 IOWA ST STE 210, LAWRENCE, KS, 66046",0.122,8,4071600,9769854.222,"0.15",87136.86044,"2016533.315",145,600,215,215,924061.0454,1031122.543,NA,NA,NA,3182.5,7
"753","01267 SAN MARCOS","TX","US","600 BARNES DR, SAN MARCOS, TX, 78666",0.082,12,5610600,9832345.812,"0.15",96512.01258,"2235111.976",205,790,300,300,-582984.8646,1142889.298,NA,NA,NA,4397.5,7
"754","01236 CHI-HYDE PARK IL","IL","US","5104 S LAKE PARK AVE SUITE 2B, CHICAGO, IL, 60615",0.233,3.8,2165400,9869580.439,"0.15",79907.66397,"1840485.021",110,430,95,95,2881254.475,941103.0212,NA,NA,NA,1640,7
"755","08634-CHI - NORTH RIVERSIDE","IL","US","7231 W 24TH ST, NORTH RIVERSIDE, IL, 60546",0.19,4.8,2708100,9948110.9,"0.15",76905.20711,"1771532.181",132.5,535,120,120,2378709.79,905845.0726,NA,NA,NA,2053.75,7
"756","02736-RAL - BRIER CREEK PKWY","NC","US","8131 BRIER CREEK PKWY, RALEIGH, NC, 27617",0.047,17.4,7608600,9948321.464,"0.15",112940.9702,"2617257.241",275,1090,405,405,-2521682.542,1338293.259,NA,NA,NA,5957.5,7
"757","01002-ATL - SMYRNA","GA","US","2540 SE HARGROVE RD STE C, SMYRNA, GA, 30080",0.115,8.5,4352400,9986050.324,"0.15",96320.52997,"2229166.411",155,640,230,230,753809.5165,1139849.127,NA,NA,NA,3402.5,7
"758","03851-S DG - ESCONDIDO","CA","US","820 W VALLEY PKWY, ESCONDIDO, CA, 92025",0.297,2.8,1655100,9988691.757,"0.15",73206.63729,"1686764.388",80,315,75,75,3452460.172,862500.3971,NA,NA,NA,1260,7
"759","08777-SELINSGROVE","PA","US","250 MARKETPLACE BLVD, SELINSGROVE (HUMMELS, PA, 17831",0.049,17,7516800,10015161.83,"0.15",109525.0138,"2539540.717",270,1080,400,400,-2395704.773,1298554.139,NA,NA,NA,5885,7
"760","08003-OREM","UT","US","321 E 1300 S, OREM, UT, 84058",0.376,2.1,1252800,10062766.06,"0.15",70780.23923,"1632233.103",62.5,230,57.5,57.5,3892636.897,834616.6837,NA,NA,NA,956.25,7
"761","05003-LOUISVILLE - HURSTBOURNE","KY","US","1955 S HURSTBOURNE PKWY, LOUISVILLE, KY, 40220",0.112,8.8,4452300,10070725.94,"0.15",91708.79293,"2125235.512",160,655,235,235,697207.0568,1086705.699,NA,NA,NA,3480,7
"762","06700-AUS - BEE CAVES","TX","US","12770 SHOPS PKWY STE 100, BEE CAVES, TX, 78738",0.123,7.9,4171500,10079340.21,"0.15",90688.73757,"2098687.891",150,615,220,220,982411.8288,1073130.991,NA,NA,NA,3260,7
"763","07778-DEN - CASLE ROCK","CO","US","5650 ALLEN WAY STE 108, CASTLE ROCK, CO, 80108",0.126,7.7,4055400,10085119.2,"0.15",88585.97722,"2049156.636",145,590,215,215,1101466.824,1047803.964,NA,NA,NA,3172.5,7
"764","03717-ST. AUGUSTINE","FL","US","310 C B L DR, ST. AUGUSTINE, FL, 32086",0.089,11.1,5389200,10144238.49,"0.15",96252.03926,"2228119.809",200,780,285,285,-202103.4589,1139313.963,NA,NA,NA,4215,7
"765","01290 - LA COSTA TOWN SQUARE","CA","US","3445 VIA MONTEBELLO, CARLSBAD, CA, 92009",0.284,3,1784700,10198529.95,"0.15",75096.38682,"1729783.52",87.5,345,80,80,3430157.627,884497.5525,NA,NA,NA,1356.25,7
"766","08816-ROCH - PITTSFORD","NY","US","3349 MONROE AVE, ROCHESTER, NY, 14618",0.284,3,1784700,10264995.24,"0.15",75617.51986,"1745740.758",87.5,345,80,80,3464143.604,892657.0348,NA,NA,NA,1356.25,7
"767","02045- SCARBOROUGH - PAYNE","ME","US","490 PAYNE RD., SCARBOROUGH, ME, 4074",0.224,4,2327400,10389882.76,"0.15",86972.19446,"2006082.707",117.5,460,102.5,102.5,2985302.871,1025778.789,NA,NA,NA,1763.75,8
"768","02024-HAGERSTOWN","MD","US","17225 COLE RD STE 2, HAGERSTOWN, MD, 21740",0.257,3.4,2003400,10411831.3,"0.15",79528.65008,"1834402.207",102.5,400,87.5,87.5,3320525.912,937992.6701,NA,NA,NA,1516.25,8
"769","5170 LA MISSION VIEJO","CA","US","25462 EL PASO, MISSION VIEJO, CA, 92691",0.361,2.2,1382400,10422651.14,"0.15",75699.88444,"1743195.399",70,260,62.5,62.5,3947058.465,891355.5056,NA,NA,NA,1052.5,8
"770","03702-MSP - RICHFIELD WEST 66T","MN","US","66 W 66TH ST, RICHFIELD, MN, 55423",0.085,11.6,5783400,10443868.32,"0.15",103265.2578,"2397492.504",210,850,305,305,-443092.4647,1225920.022,NA,NA,NA,4520,8
"771","LA CROSS WI","WI","US","9438 ST HWY 16 STE 100 & 102, ONALASKA, WI, 75150",0.098,10,5221800,10596859.71,"0.15",98512.68425,"2282356.402",190,770,275,275,196737.273,1167046.991,NA,NA,NA,4080,8
"772","03844-LA - RANCHO CUCAMONGA","CA","US","10788 FOOTHILL BLVD STE 103, RANCHO CUCAMONGA, CA, 91730",0.209,4.3,2632500,10675603.49,"0.15",83573.71273,"1923544.588",127.5,515,117.5,117.5,2826301.667,983574.2224,NA,NA,NA,1998.75,8
"773","05093-CAPE CORAL FL","FL","US","1811 NE PINE ISLAND RD, CAPE CORAL, FL, 33909",0.103,9.5,5105700,10684679.34,"0.15",98068.84509,"2269774.182",185,745,270,270,357742.4592,1160613.271,NA,NA,NA,3992.5,8
"774","01602-INDY - AVON","IN","US","10352 E US HWY 36, AVON, IN, 46123",0.125,7.8,4336200,10757024.08,"0.15",94617.97912,"2192435.356",155,630,230,230,1164234.803,1121067.281,NA,NA,NA,3392.5,8
"775","03739-MSP - BLOOMINGTON","MN","US","4240 W 78TH STREET, BLOOMINGTON, MN, 55435",0.127,7.7,4336200,10841445.77,"0.15",96945.06192,"2250937.736",155,630,230,230,1207402.504,1150981.551,NA,NA,NA,3392.5,8
"776","02005-MPHS - BARTLETT/WOLFCHAS","TN","US","8035 GIACOSA PLACE, MEMPHIS, TN, 38133",0.098,9.9,5462100,10897249.47,"0.15",101683.3478,"2356153.462",200,785,290,290,110036.8448,1204781.955,NA,NA,NA,4275,8
"777","09010 - PORT ORANGE (OPEN 3/14","FL","US","5507 S WILLIAMSON BLVD, PORT ORANGE, FL, 32128",0.068,13.8,6963300,10904695.29,"0.15",135261.0899,"3132818.314",250,1005,370,370,-1387355.854,1601917.292,NA,NA,NA,5450,8
"778","02035-ELMIRA - BIG FLATS","NY","US","845 COUNTY RTE 64, ELMIRA, NY, 14903",0.213,4.2,2632500,10938770.2,"0.15",86963.3925,"2003707.126",127.5,515,117.5,117.5,2960867.814,1024564.073,NA,NA,NA,1998.75,8
"779","04734-BAY - SAN RAFAEL","CA","US","400 LAS GALLINAS AVE, SAN RAFAEL, CA, 94903",0.245,3.5,2270700,10983237.79,"0.15",85890.06045,"1978899.739",110,435,102.5,102.5,3345405.617,1011879.207,NA,NA,NA,1727.5,8
"780","09056-JACKSON - FLOWOOD (OPEN","MS","US","712 MACKENZIE LN, FLOWOOD, MS, 39232",0.102,9.6,5286600,10991102.55,"0.15",100694.1544,"2330595.888",190,770,280,280,333527.1385,1191713.492,NA,NA,NA,4135,8
"781","09941-ORL - OVIEDO","FL","US","1115 VIDINA PLACE STE 145, OVIEDO, FL, 32765",0.071,13.3,6887700,11123881.95,"0.15",135776.0793,"3144111.823",245,1005,365,365,-1199678.209,1607692.049,NA,NA,NA,5387.5,8
"782","02032-RICHMOND - COLONIAL HEIG","VA","US","90 SOUTHGATE SQUARE, COLONIAL HEIGHTS, VA, 23834",0.087,11.4,6015600,11140427.64,"0.15",110248.0256,"2554940.505",220,860,320,320,-319117.8302,1306428.577,NA,NA,NA,4710,8
"783","09502-RAL - DURHAM","NC","US","5442 NEW HOPE COMMON DR, DURHAM, NC, 27707",0.046,17.7,8650800,11152123.15,"0.15",127388.7897,"2951216.475",315,1240,460,460,-2948337.515,1509058.052,NA,NA,NA,6772.5,8
"784","01226 - MIA-HIALEAH","FL","US","500 W 49TH ST STE B, HIALEAH, FL, 33012",0.031,21.2,9849600,11189613.63,"0.15",159149.3909,"3685393.031",360,1400,525,525,-4127967.35,1884467.668,NA,NA,NA,7715,8
"785","03101-DES MOINES - WEST","IA","US","1404 22ND ST, WEST DES MOINES, IA, 50265",0.06,15,7608600,11194529.06,"0.15",117254.3943,"2714649.016",275,1090,405,405,-1884453.92,1388093.009,NA,NA,NA,5957.5,8
"786","01286 - LIVERMORE","CA","US","1122 E STANLEY BLVD, LIVERMORE, CA, 94550",0.264,3.3,2097900,11205630.48,"0.15",81703.86595,"1865391.518",165,675,150,0,3631922.615,953838.5657,NA,NA,NA,1672.5,8
"787","02741-VA BCH - RED MILLS","VA","US","1169 NIMMO PKWY STE 222, VIRGINIA BEACH, VA, 23456",0.108,9.1,5105700,11209197.39,"0.15",100992.6632,"2338764.108",185,745,270,270,625946.4981,1195890.182,NA,NA,NA,3992.5,8
"788","01176-TAMPA - PLANT CITY (OPEN","FL","US","229 W ALEXANDER ST, PLANT CITY, FL, 33563",0.064,14.4,7535700,11442194.82,"0.15",144088.0956,"3336240.951",275,1085,400,400,-1684913.934,1705934.252,NA,NA,NA,5897.5,8
"789","03024-LA - LA VERNE","CA","US","1951 FOOTHILL BLVD, LA VERNE, CA, 91750",0.224,3.9,2610900,11458707.02,"0.15",88737.70122,"2042733.027",125,505,117.5,117.5,3248329.317,1044519.353,NA,NA,NA,1985,8
"790","02076-UNION CITY","CA","US","31080 DYER ST, UNION CITY, CA, 94587",0.236,3.7,2470500,11467845.01,"0.15",90081.42621,"2074524.582",120,485,110,110,3393401.884,1060775.463,NA,NA,NA,1875,8
"791","03707-HARRISONBURG","VA","US","277 BURGESS RD, HARRISONBURG, VA, 22801",0.088,11.3,6153300,11489882.66,"0.15",113854.5706,"2636748.549",220,865,330,330,-278129.5071,1348259.832,NA,NA,NA,4825,8
"792","06762-HART - NEW BRITAIN","CT","US","600 HARTFORD RD, NEW BRITAIN, CT, 6053",0.601,1.2,820800,11503786.22,"0.15",78282.73019,"1804945.049",42.5,150,37.5,37.5,5061479.856,922930.2162,NA,NA,NA,626.25,8
"793","04824-BIRM - HOOVER","AL","US","1765 MONTGOMERY HWY S, HOOVER, AL, 35244",0.087,11.3,6336900,11506579.32,"0.15",144717.8183,"3349448.715",230,925,335,335,-453191.9379,1712687.835,NA,NA,NA,4955,8
"794","07761-TAMPA - SPRING HILL","FL","US","7131 COASTAL BLVD, BROOKSVILLE, FL, 34613",0.101,9.7,5591700,11553008.03,"0.15",106907.3375,"2476364.351",200,785,300,300,315748.6542,1266249.899,NA,NA,NA,4385,8
"795","07766-JAX - FLEMING ISLAND","FL","US","1993 EAST WEST PKWY, ORANGE PARK, FL, 32003",0.073,13,7047000,11574927.08,"0.15",140556.1648,"3254047.306",255,1010,375,375,-1128343.386,1663905.827,NA,NA,NA,5517.5,8
"796","02203-VA BCH - CONSTITUTION","VA","US","304 CONSTITUTION DR, VIRGINIA BEACH, VA, 23462",0.051,16.6,8586000,11711766.62,"0.15",124757.6698,"2890189.894",315,1240,455,455,-2597372.64,1477853.071,NA,NA,NA,6717.5,8
"797","01062 - KNOX - MARYVILLE (OPEN","TN","US","111 HAMILTON CROSSING DR, ALCOA, TN, 37701",0.083,11.8,6725700,11827469.75,"0.15",122190.8809,"2829806.686",245,945,360,360,-677909.6717,1446977.069,NA,NA,NA,5272.5,8
"798","09823-FT LAUD - AVENTURA","FL","US","20609 BISCAYNE BLVD, AVENTURA, FL, 33180",0.03,21.5,10584000,11861439.93,"0.15",170197.1706,"3940157.32",385,1500,565,565,-4518839.552,2014737.374,NA,NA,NA,8292.5,8
"799","01185-NAPA","CA","US","308 SOSCOL AVE, NAPA, CA, 94559",0.231,3.8,2632500,11930076.8,"0.15",94101.8143,"2167523.592",127.5,515,117.5,117.5,3467756.829,1108329.043,NA,NA,NA,1998.75,8
"800","07811-CIN - FLORENCE","KY","US","4999 HOUSTON RD STE 200, FLORENCE, KY, 41042",0.082,11.9,6725700,11961323.99,"0.15",119239.4103,"2761453.868",245,945,360,360,-609465.4116,1412025.932,NA,NA,NA,5272.5,8
"801","01297 - VALLEY SQUARE SHOPPING","NH","US","285 N PLAINFIELD RD, WEST LEBANON, NH, 3784",0.145,6.8,4020300,11971710.67,"0.15",96810.22109,"2245027.451",140,575,215,215,2101245.651,1147959.419,NA,NA,NA,3150,8
"802","02062-LI - HUNTINGTON","NY","US","350 ROUTE 110 #42, HUNTINGTON STATION, NY, 11746",0.406,1.9,1382400,12034190.51,"0.15",85609.77476,"1976674.517",70,260,62.5,62.5,4771093.732,1010741.375,NA,NA,NA,1052.5,8
"803","09196-LA - WEST COVINA (OPENED","CA","US","940 LAKE DR, WEST COVINA, CA, 91790",0.15,6.4,4171500,12123948.33,"0.15",104904.3549,"2425471.944",150,615,220,220,2027889.98,1240226.869,NA,NA,NA,3260,8
"804","HSTN-GALLERIA","TX","US","5144 RICHMOND AVE, HOUSTON, TX, 77056",0.074,12.9,7387200,12145499.42,"0.15",121278.4579,"2806899.222",270,1080,390,390,-1176790.206,1435263.698,NA,NA,NA,5775,8
"805","01313 FT LAUD - POMPANO BEACH","FL","US","3559 N FEDERAL HWY, POMPANO BEACH, FL, 33064",0.056,15.7,8650800,12213828.59,"0.15",159668.6898,"3696969.094",315,1240,460,460,-2405451.161,1890386.905,NA,NA,NA,6772.5,8
"806","01228 - POOLER","GA","US","260 POOLER PARKWAY, POOLER, GA, 31322",0.132,7.3,4725000,12309004.89,"0.15",106467.5216,"2464051.451",170,690,250,250,1569015.74,1259953.891,NA,NA,NA,3695,8
"807","09710-DEN - ARAPAHOE","CO","US","9565 E COUNTY LINE RD, ENGLEWOOD, CO, 80112",0.119,8.2,5213700,12309697.39,"0.15",109454.0198,"2531524.273",190,765,275,275,1080669.836,1294455.056,NA,NA,NA,4075,8
"808","06709-MILW - BROOKFIELD","WI","US","695 MAIN ST, BROOKFIELD, WI, 53005",0.128,7.6,4824900,12332864.56,"0.15",111911.6171,"2593944.94",175,705,255,255,1481316.007,1326372.881,NA,NA,NA,3772.5,8
"809","01265 NYC-STATEN ISLAND-BR","null","US","245 BRICKTOWN WAY, STATEN ISLAND, NY, 10309",0.317,2.7,1809000,12407476.64,"0.15",84172.6561,"1942023.3",87.5,360,80,80,4535367.718,993023.0206,NA,NA,NA,1371.25,8
